tax_id,ncbi_name,ncbi_rank,species_tax_id,species_name,mapping_source
90062,Leptospira interrogans serovar Icterohaemorrhagiae,no rank,173.0,Leptospira interrogans,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
90105,Salmonella enterica subsp. enterica serovar Saintpaul,no rank,28901.0,Salmonella enterica,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
90251,Cunninghamella bertholletiae,species,90251.0,Cunninghamella bertholletiae,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
90258,Saksenaea vasiformis,species,90258.0,Saksenaea vasiformis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
90259,Rhizopus microsporus var. rhizopodiformis,varietas,58291.0,Rhizopus microsporus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
90264,Mucor ramosissimus,species,90264.0,Mucor ramosissimus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
90265,Mucor irregularis,species,90265.0,Mucor irregularis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
90269,Apophysomyces elegans,species,90269.0,Apophysomyces elegans,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
90370,Salmonella enterica subsp. enterica serovar Typhi,no rank,28901.0,Salmonella enterica,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
90371,Salmonella enterica subsp. enterica serovar Typhimurium,no rank,28901.0,Salmonella enterica,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
91365,Curvularia australiensis,species,91365.0,Curvularia australiensis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
91631,Penicillium abidjanum,species,91631.0,Penicillium abidjanum,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
91928,Exophiala spinifera,species,91928.0,Exophiala spinifera,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
91930,Coniochaeta hoffmannii,species,91930.0,Coniochaeta hoffmannii,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
91943,Hortaea werneckii,species,91943.0,Hortaea werneckii,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
92473,Podosphaera fuliginea,species,92473.0,Podosphaera fuliginea,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
92950,Cladosporium sphaerospermum,species,92950.0,Cladosporium sphaerospermum,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
92953,Naganishia albidosimilis,species,92953.0,Naganishia albidosimilis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
93061,Staphylococcus aureus subsp. aureus NCTC 8325,strain,1280.0,Staphylococcus aureus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
93062,Staphylococcus aureus subsp. aureus COL,strain,1280.0,Staphylococcus aureus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
93593,Simplicillium lamellicola,species,93593.0,Simplicillium lamellicola,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
93612,Exserohilum turcicum,species,93612.0,Exserohilum turcicum,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
94138,Staphylococcus ureilyticus,species,94138.0,Staphylococcus ureilyticus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
95162,Nocardia beijingensis,species,95162.0,Nocardia beijingensis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
95485,Burkholderia stabilis,species,95485.0,Burkholderia stabilis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
95486,Burkholderia cenocepacia,species,95486.0,Burkholderia cenocepacia,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
97005,Heterodera schachtii,species,97005.0,Heterodera schachtii,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
97098,Mucor plumbeus,species,97098.0,Mucor plumbeus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
98360,Salmonella enterica subsp. enterica serovar Dublin,no rank,28901.0,Salmonella enterica,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
98668,Mycolicibacterium septicum,species,98668.0,Mycolicibacterium septicum,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
99287,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,strain,28901.0,Salmonella enterica,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
99822,Streptococcus dysgalactiae subsp. dysgalactiae,subspecies,1334.0,Streptococcus dysgalactiae,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
100816,Madurella mycetomatis,species,100816.0,Madurella mycetomatis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
100884,Coprobacillus cateniformis,species,100884.0,Coprobacillus cateniformis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
100886,Catenibacterium mitsuokai,species,100886.0,Catenibacterium mitsuokai,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
101162,Bipolaris oryzae,species,101162.0,Bipolaris oryzae,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
101202,Microsporum distortum,species,101202.0,Microsporum distortum,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
101203,Saprolegnia parasitica,species,101203.0,Saprolegnia parasitica,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
101480,Trichophyton interdigitale,species,101480.0,Trichophyton interdigitale,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
102148,Solobacterium moorei,species,102148.0,Solobacterium moorei,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
102617,Helicobacter pylori SS1,strain,210.0,Helicobacter pylori,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
102618,Helicobacter pylori NCTC 11637 = CCUG 17874 = ATCC 43504 = JCM 12093,strain,210.0,Helicobacter pylori,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
102862,Proteus penneri,species,102862.0,Proteus penneri,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
103188,Helicobacter pylori NCTC 11637 = CCUG 17874 = ATCC 43504 = JCM 12093,strain,210.0,Helicobacter pylori,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
103796,Pseudomonas syringae pv. actinidiae,no rank,317.0,Pseudomonas syringae,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
105351,Aspergillus awamori,species,105351.0,Aspergillus awamori,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
105487,Cytospora mali,species,105487.0,Cytospora mali,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
105697,Mucor piriformis,species,105697.0,Mucor piriformis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
105751,Aeromonas bestiarum,species,105751.0,Aeromonas bestiarum,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
106002,Pseudohyphozyma bogoriensis,species,106002.0,Pseudohyphozyma bogoriensis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
106588,Pseudoflavonifractor capillosus,species,106588.0,Pseudoflavonifractor capillosus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
106654,Acinetobacter nosocomialis,species,106654.0,Acinetobacter nosocomialis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
107327,Pseudoalteromonas ulvae,species,107327.0,Pseudoalteromonas ulvae,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
107401,Tenacibaculum maritimum,species,107401.0,Tenacibaculum maritimum,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
107673,Acinetobacter calcoaceticus subsp. anitratus,subspecies,471.0,Acinetobacter calcoaceticus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
107832,Thanatephorus cucumeris,species,107832.0,Thanatephorus cucumeris,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
108429,Neoscytalidium hyalinum,species,108429.0,Neoscytalidium hyalinum,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
108619,Salmonella enterica subsp. enterica serovar Newport,no rank,28901.0,Salmonella enterica,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
108899,Phellinus tremulae,species,108899.0,Phellinus tremulae,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
109790,Lactobacillus jensenii,species,109790.0,Lactobacillus jensenii,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
110539,Mycolicibacterium austroafricanum,species,110539.0,Mycolicibacterium austroafricanum,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
112091,Aphanomyces cochlioides,species,112091.0,Aphanomyces cochlioides,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
113287,Pseudoramibacter alactolyticus,species,113287.0,Pseudoramibacter alactolyticus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
114517,Aeromonas veronii bv. sobria,no rank,654.0,Aeromonas veronii,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
115981,Salmonella enterica subsp. enterica serovar Montevideo,no rank,28901.0,Salmonella enterica,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
117187,Fusarium verticillioides,species,117187.0,Fusarium verticillioides,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
118562,Limnospira platensis,species,118562.0,Limnospira platensis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
119072,Caldanaerobacter subterraneus subsp. tengcongensis,subspecies,911092.0,Caldanaerobacter subterraneus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
119497,Exanthemachrysis gayraliae,species,119497.0,Exanthemachrysis gayraliae,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
119602,Streptococcus dysgalactiae subsp. equisimilis,subspecies,1334.0,Streptococcus dysgalactiae,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
119676,Nannizzia nana,species,119676.0,Nannizzia nana,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
119856,Francisella tularensis subsp. tularensis,subspecies,263.0,Francisella tularensis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
119857,Francisella tularensis subsp. holarctica,subspecies,263.0,Francisella tularensis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
119912,Salmonella enterica subsp. enterica serovar Choleraesuis,no rank,28901.0,Salmonella enterica,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
120644,Fusarium thapsinum,species,120644.0,Fusarium thapsinum,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
120957,Nocardia abscessus,species,120957.0,Nocardia abscessus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
121759,Paracoccidioides brasiliensis,species,121759.0,Paracoccidioides brasiliensis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
122368,Cercospora beticola,species,122368.0,Cercospora beticola,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
122586,Neisseria meningitidis MC58,strain,487.0,Neisseria meningitidis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
126157,Psychrobacillus psychrodurans,species,126157.0,Psychrobacillus psychrodurans,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
126385,Providencia alcalifaciens,species,126385.0,Providencia alcalifaciens,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
127906,Vibrio cholerae O1,serogroup,666.0,Vibrio cholerae,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
128442,Talaromyces pinophilus,species,128442.0,Talaromyces pinophilus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
129132,Cutaneotrichosporon dermatis,species,129132.0,Cutaneotrichosporon dermatis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
129354,Phytophthora katsurae,species,129354.0,Phytophthora katsurae,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
129359,Phytophthora porri,species,129359.0,Phytophthora porri,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
131111,Schaalia turicensis,species,131111.0,Schaalia turicensis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
132095,Cercospora canescens,species,132095.0,Cercospora canescens,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
132249,Nocardia veterana,species,132249.0,Nocardia veterana,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
133448,Citrobacter youngae,species,133448.0,Citrobacter youngae,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
134047,Salmonella enterica subsp. enterica serovar Bredeney,no rank,28901.0,Salmonella enterica,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
134821,Ureaplasma parvum,species,134821.0,Ureaplasma parvum,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
135461,Bacillus subtilis subsp. subtilis,subspecies,1423.0,Bacillus subtilis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
135487,Nocardia cyriacigeorgica,species,135487.0,Nocardia cyriacigeorgica,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
135589,Coniferiporia weirii,species,135589.0,Coniferiporia weirii,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
135859,Alternaria citri,species,135859.0,Alternaria citri,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
138282,Aspergillus sclerotiorum,species,138282.0,Aspergillus sclerotiorum,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
140099,Salmonella enterica subsp. enterica serovar Virginia,no rank,28901.0,Salmonella enterica,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
142461,Vibrio ichthyoenteri,species,142461.0,Vibrio ichthyoenteri,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
143453,Pseudoperonospora cubensis,species,143453.0,Pseudoperonospora cubensis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
144177,Mobiluncus curtisii subsp. curtisii,subspecies,2051.0,Mobiluncus curtisii,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
145262,Methanothermobacter thermautotrophicus,species,145262.0,Methanothermobacter thermautotrophicus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
145393,Staphylococcus hominis subsp. novobiosepticus,subspecies,1290.0,Staphylococcus hominis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
146827,Corynebacterium simulans,species,146827.0,Corynebacterium simulans,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
147452,Staphylococcus saprophyticus,species,147452.0,Staphylococcus saprophyticus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
147467,Mammaliicoccus sciuri,species,147467.0,Mammaliicoccus sciuri,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
147468,Mammaliicoccus sciuri,species,147468.0,Mammaliicoccus sciuri,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
147469,Mammaliicoccus sciuri,species,147469.0,Mammaliicoccus sciuri,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
147645,Paracoccus yeei,species,147645.0,Paracoccus yeei,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
149385,Salmonella enterica subsp. enterica serovar Hadar,no rank,28901.0,Salmonella enterica,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
149390,Salmonella enterica subsp. enterica serovar London,no rank,28901.0,Salmonella enterica,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
149391,Salmonella enterica subsp. enterica serovar Braenderup,no rank,28901.0,Salmonella enterica,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
149539,Salmonella enterica subsp. enterica serovar Enteritidis,no rank,28901.0,Salmonella enterica,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
150056,Mammaliicoccus fleurettii,species,150056.0,Mammaliicoccus fleurettii,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
150568,Ophiostoma minus,species,150568.0,Ophiostoma minus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
152480,Burkholderia ambifaria,species,152480.0,Burkholderia ambifaria,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
152500,Burkholderia dolosa,species,152500.0,Burkholderia dolosa,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
153151,Parageobacillus toebii,species,153151.0,Parageobacillus toebii,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
154046,Hungatella hathewayi,species,154046.0,Hungatella hathewayi,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
155892,Caulobacter vibrioides,species,155892.0,Caulobacter vibrioides,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
157706,Fomitopsis dickinsii,species,157706.0,Fomitopsis dickinsii,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
158836,Enterobacter hormaechei,species,158836.0,Enterobacter hormaechei,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
158878,Staphylococcus aureus subsp. aureus Mu50,strain,1280.0,Staphylococcus aureus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
158879,Staphylococcus aureus subsp. aureus N315,strain,1280.0,Staphylococcus aureus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
160389,Alternaria longipes,species,160389.0,Alternaria longipes,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
160404,Anaerotignum lactatifermentans,species,160404.0,Anaerotignum lactatifermentans,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
160488,Pseudomonas putida KT2440,strain,303.0,Pseudomonas putida,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
160490,Streptococcus pyogenes M1 GAS,strain,1314.0,Streptococcus pyogenes,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
162425,Aspergillus nidulans,species,162425.0,Aspergillus nidulans,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
163011,Pseudomonas lini,species,163011.0,Pseudomonas lini,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
166633,Cladosporium cucumerinum,species,166633.0,Cladosporium cucumerinum,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
167741,Alternaria mali,species,167741.0,Alternaria mali,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
169292,Corynebacterium aurimucosum,species,169292.0,Corynebacterium aurimucosum,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
169388,Fusarium solani,species,169388.0,Fusarium solani,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
169489,Malassezia dermatis,species,169489.0,Malassezia dermatis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
169960,Arthrobacter gandavensis,species,169960.0,Arthrobacter gandavensis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
169963,Listeria monocytogenes EGD-e,strain,1639.0,Listeria monocytogenes,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
170187,Streptococcus pneumoniae TIGR4,strain,1313.0,Streptococcus pneumoniae,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
171101,Streptococcus pneumoniae R6,strain,1313.0,Streptococcus pneumoniae,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
171674,Inquilinus limosus,species,171674.0,Inquilinus limosus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
174157,Leptospira interrogans serovar Autumnalis,no rank,173.0,Leptospira interrogans,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
176275,Beauveria bassiana,species,176275.0,Beauveria bassiana,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
176279,Staphylococcus epidermidis RP62A,strain,1282.0,Staphylococcus epidermidis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
177416,Francisella tularensis subsp. tularensis SCHU S4,strain,263.0,Francisella tularensis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
178876,Cryptococcus neoformans,species,5207.0,Cryptococcus neoformans,"NCBI Taxonomy EFetch, retrieved 2026-08-10; merged alias resolved to accepted tax_id 5207 by EFetch on 2026-08-14"
179879,Burkholderia anthina,species,179879.0,Burkholderia anthina,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
182092,Botrytis fabae,species,182092.0,Botrytis fabae,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
182337,Erwinia billingiae,species,182337.0,Erwinia billingiae,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
183417,Proteus hauseri,species,183417.0,Proteus hauseri,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
184072,Proteus myxofaciens,species,184072.0,Proteus myxofaciens,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
186800,Fusarium reticulatum,species,186800.0,Fusarium reticulatum,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
188916,Mycobacterium lacticola,species,188916.0,Mycobacterium lacticola,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
190893,Vibrio coralliilyticus,species,190893.0,Vibrio coralliilyticus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
191218,Bacillus anthracis str. A2012,strain,1392.0,Bacillus anthracis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
191435,Stereum sanguinolentum,species,191435.0,Stereum sanguinolentum,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
192011,Cryptococcus neoformans x Cryptococcus deneoformans,species,192011.0,Cryptococcus neoformans x Cryptococcus deneoformans,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
192953,Salmonella enterica subsp. enterica serovar Stanley,no rank,28901.0,Salmonella enterica,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
192954,Salmonella enterica subsp. enterica serovar Mbandaka,no rank,28901.0,Salmonella enterica,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
192955,Salmonella enterica subsp. enterica serovar Kentucky,no rank,28901.0,Salmonella enterica,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
192956,Salmonella enterica subsp. enterica serovar Haifa,no rank,28901.0,Salmonella enterica,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
193461,Streptomyces aureus,species,193461.0,Streptomyces aureus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
195108,Fusarium falciforme,species,195108.0,Fusarium falciforme,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
196620,Staphylococcus aureus subsp. aureus MW2,strain,1280.0,Staphylococcus aureus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
197614,Streptococcus pasteurianus,species,197614.0,Streptococcus pasteurianus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
198094,Bacillus anthracis str. Ames,strain,1392.0,Bacillus anthracis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
198730,Talaromyces verruculosus,species,198730.0,Talaromyces verruculosus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
199306,Coccidioides posadasii,species,199306.0,Coccidioides posadasii,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
199310,Escherichia coli CFT073,strain,562.0,Escherichia coli,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
202751,Listeria ivanovii subsp. ivanovii,subspecies,1638.0,Listeria ivanovii,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
202752,Listeria ivanovii subsp. londoniensis,subspecies,1638.0,Listeria ivanovii,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
202950,Acinetobacter baylyi,species,202950.0,Acinetobacter baylyi,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
204722,Brucella suis 1330,strain,29461.0,Brucella suis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
208347,Puccinia allii,species,208347.0,Puccinia allii,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
208479,Enterocloster bolteae,species,208479.0,Enterocloster bolteae,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
208964,Pseudomonas aeruginosa PAO1,strain,287.0,Pseudomonas aeruginosa,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
209261,Salmonella enterica subsp. enterica serovar Typhi str. Ty2,strain,28901.0,Salmonella enterica,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
210007,Streptococcus mutans UA159,strain,1309.0,Streptococcus mutans,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
211880,Leptospira interrogans serovar Canicola,no rank,173.0,Leptospira interrogans,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
211882,Leptospira interrogans serovar Australis,no rank,173.0,Leptospira interrogans,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
214092,Yersinia pestis CO92,strain,632.0,Yersinia pestis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
215243,Exophiala oligosperma,species,215243.0,Exophiala oligosperma,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
215419,Geotrichum silvicola,species,215419.0,Geotrichum silvicola,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
216591,Burkholderia cenocepacia J2315,strain,95486.0,Burkholderia cenocepacia,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,strain,28901.0,Salmonella enterica,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
216816,Bifidobacterium longum,species,216816.0,Bifidobacterium longum,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
216937,Spiroplasma floricola,species,216937.0,Spiroplasma floricola,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
217992,Escherichia coli O6,serogroup,562.0,Escherichia coli,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
218538,Dialister invisus,species,218538.0,Dialister invisus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
220341,Salmonella enterica subsp. enterica serovar Typhi str. CT18,strain,28901.0,Salmonella enterica,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
224308,Bacillus subtilis subsp. subtilis str. 168,strain,1423.0,Bacillus subtilis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
224326,Borreliella burgdorferi B31,strain,139.0,Borreliella burgdorferi,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
226185,Enterococcus faecalis V583,strain,1351.0,Enterococcus faecalis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
228604,Segatella salivae,species,228604.0,Segatella salivae,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
229549,Streptococcus minor,species,229549.0,Streptococcus minor,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
235443,Cryptococcus neoformans H99,strain,5207.0,Cryptococcus neoformans,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
237561,Candida albicans SC5314,strain,5476.0,Candida albicans,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
237895,Cryptosporidium hominis,species,237895.0,Cryptosporidium hominis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
241526,Candida africana,species,241526.0,Candida africana,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
242750,Hallella bergensis,species,242750.0,Hallella bergensis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
243922,Acinetobacter rhizosphaerae,species,243922.0,Acinetobacter rhizosphaerae,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
244366,Klebsiella variicola,species,244366.0,Klebsiella variicola,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
246196,Mycolicibacterium smegmatis MC2 155,strain,1772.0,Mycolicibacterium smegmatis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
254056,Fonsecaea monophora,species,254056.0,Fonsecaea monophora,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
256701,Glutamicibacter arilaitensis,species,256701.0,Glutamicibacter arilaitensis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
260799,Bacillus anthracis str. Sterne,strain,1392.0,Bacillus anthracis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
261299,Intestinibacter bartlettii,species,261299.0,Intestinibacter bartlettii,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
264691,Trichormus variabilis,species,264691.0,Trichormus variabilis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
264951,Paecilomyces variotii,species,264951.0,Paecilomyces variotii,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
272563,Clostridioides difficile 630,strain,1496.0,Clostridioides difficile,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
272624,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,strain,446.0,Legionella pneumophila,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
272947,Rickettsia prowazekii str. Madrid E,strain,782.0,Rickettsia prowazekii,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
273123,Yersinia pseudotuberculosis IP 32953,strain,633.0,Yersinia pseudotuberculosis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
