tax_id,ncbi_name,ncbi_rank,species_tax_id,species_name,mapping_source
40382,Aspergillus ustus,species,40382.0,Aspergillus ustus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
40410,Cryptococcus deneoformans,species,40410.0,Cryptococcus deneoformans,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
40520,Blautia obeum,species,40520.0,Blautia obeum,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
40545,Sutterella wadsworthensis,species,40545.0,Sutterella wadsworthensis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
40559,Botrytis cinerea,species,40559.0,Botrytis cinerea,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
40837,Mycoplana ramosa,species,40837.0,Mycoplana ramosa,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
40993,Aspergillus carbonarius,species,40993.0,Aspergillus carbonarius,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
41047,Aspergillus thermomutatus,species,41047.0,Aspergillus thermomutatus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
41067,Aspergillus candidus,species,41067.0,Aspergillus candidus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
41281,Aspergillus niveus,species,41281.0,Aspergillus niveus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
41413,Aspergillus glaucus,species,41413.0,Aspergillus glaucus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
41716,Photuris pensylvanica,species,41716.0,Photuris pensylvanica,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
41833,Umbelopsis ramanniana,species,41833.0,Umbelopsis ramanniana,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
41986,Agromyces mediolanus,species,41986.0,Agromyces mediolanus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
42374,Candida dubliniensis,species,42374.0,Candida dubliniensis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
42458,Lichtheimia corymbifera,species,42458.0,Lichtheimia corymbifera,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
42677,Fusarium subglutinans,species,42677.0,Fusarium subglutinans,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
42739,Chromobacterium viscosum,species,42739.0,Chromobacterium viscosum,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
42881,Streptomyces chromofuscus,species,42881.0,Streptomyces chromofuscus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
43049,Tilletia indica,species,43049.0,Tilletia indica,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
43131,Tissierella praeacuta,species,43131.0,Tissierella praeacuta,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
43674,Jonesia denitrificans,species,43674.0,Jonesia denitrificans,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
43675,Rothia mucilaginosa,species,43675.0,Rothia mucilaginosa,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
43765,Corynebacterium amycolatum,species,43765.0,Corynebacterium amycolatum,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
43770,Corynebacterium striatum,species,43770.0,Corynebacterium striatum,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
43771,Corynebacterium urealyticum,species,43771.0,Corynebacterium urealyticum,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
44010,Mycobacterium conspicuum,species,44010.0,Mycobacterium conspicuum,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
44101,Mycoplasma mycoides subsp. mycoides SC,strain,2102.0,Mycoplasma mycoides,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
44276,Leptospira interrogans serovar Pomona,no rank,173.0,Leptospira interrogans,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
44283,Pasteurella multocida subsp. multocida,subspecies,747.0,Pasteurella multocida,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
44454,Mycobacterium avium subsp. avium,subspecies,1764.0,Mycobacterium avium,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
44469,Salmonella enterica subsp. enterica serovar Setubal,no rank,28901.0,Salmonella enterica,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
44742,Desulfovibrio fairfieldensis,species,44742.0,Desulfovibrio fairfieldensis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
45130,Bipolaris sorokiniana,species,45130.0,Bipolaris sorokiniana,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
45133,Lasiodiplodia theobromae,species,45133.0,Lasiodiplodia theobromae,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
45134,Neofusicoccum ribis,species,45134.0,Neofusicoccum ribis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
45303,Alternaria infectoria,species,45303.0,Alternaria infectoria,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
45561,Teunomyces kruisii,species,45561.0,Teunomyces kruisii,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
45611,Psychrobacter frigidicola,species,45611.0,Psychrobacter frigidicola,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
45786,Nadsonia fulvescens,species,45786.0,Nadsonia fulvescens,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
45972,Staphylococcus pasteuri,species,45972.0,Staphylococcus pasteuri,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
45979,Nocardia pseudobrasiliensis,species,45979.0,Nocardia pseudobrasiliensis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
46126,Staphylococcus chromogenes,species,46126.0,Staphylococcus chromogenes,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
46170,Staphylococcus aureus,species,46170.0,Staphylococcus aureus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
46225,Moraxella,genus,,,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
46228,[Ruminococcus] lactaris,species,46228.0,[Ruminococcus] lactaris,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
46472,Aspergillus versicolor,species,46472.0,Aspergillus versicolor,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
46503,Parabacteroides merdae,species,46503.0,Parabacteroides merdae,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
46506,Bacteroides stercoris,species,46506.0,Bacteroides stercoris,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
46626,Salmonella enterica subsp. enterica serovar Give,no rank,28901.0,Salmonella enterica,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
46677,Pseudomonas agarici,species,46677.0,Pseudomonas agarici,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
47278,Trichothecium roseum,species,47278.0,Trichothecium roseum,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
47312,Tsukamurella pulmonis,species,47312.0,Tsukamurella pulmonis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
47678,Bacteroides caccae,species,47678.0,Bacteroides caccae,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
47763,Streptomyces lydicus,species,47763.0,Streptomyces lydicus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
47770,Lactobacillus crispatus,species,47770.0,Lactobacillus crispatus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
47886,Pseudomonas luteola,species,47886.0,Pseudomonas luteola,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
47917,Serratia fonticola,species,47917.0,Serratia fonticola,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
48100,Alternaria solani,species,48100.0,Alternaria solani,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
48296,Acinetobacter pittii,species,48296.0,Acinetobacter pittii,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
48409,Salmonella enterica subsp. enterica serovar Virchow,no rank,28901.0,Salmonella enterica,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
49186,Marinobacterium stanieri,species,49186.0,Marinobacterium stanieri,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
49224,Trichoderma hamatum,species,49224.0,Trichoderma hamatum,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
49817,Erythrina crista-galli,species,49817.0,Erythrina crista-galli,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
50719,Vibrio diabolicus,species,50719.0,Vibrio diabolicus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
51122,Mucor javanicus,species,51122.0,Mucor javanicus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
51453,Trichoderma reesei,species,51453.0,Trichoderma reesei,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
52584,Brachyspira pilosicoli,species,52584.0,Brachyspira pilosicoli,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
52586,Erysiphe necator,species,52586.0,Erysiphe necator,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
53345,Enterococcus durans,species,53345.0,Enterococcus durans,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
53442,Eubacterium callanderi,species,53442.0,Eubacterium callanderi,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
53502,Streptomyces caespitosus,species,53502.0,Streptomyces caespitosus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
53655,Pichia fermentans,species,53655.0,Pichia fermentans,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
53707,Pseudomonas amygdali pv. lachrymans,no rank,47877.0,Pseudomonas amygdali,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
53972,Rhodococcoides corynebacterioides,species,53972.0,Rhodococcoides corynebacterioides,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
54005,Peptoniphilus harei,species,54005.0,Peptoniphilus harei,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
54007,Anaerococcus octavius,species,54007.0,Anaerococcus octavius,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
54388,Salmonella enterica subsp. enterica serovar Paratyphi A,no rank,28901.0,Salmonella enterica,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
54734,Zymoseptoria tritici,species,54734.0,Zymoseptoria tritici,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
54736,Salmonella bongori,species,54736.0,Salmonella bongori,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
54899,Diaporthe longicolla,species,54899.0,Diaporthe longicolla,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
55169,Botryosphaeria dothidea,species,55169.0,Botryosphaeria dothidea,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
55194,Malassezia furfur,species,55194.0,Malassezia furfur,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
55601,Vibrio anguillarum,species,55601.0,Vibrio anguillarum,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
55883,Mycobacterium avium-intracellulare,species,55883.0,Mycobacterium avium-intracellulare,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
56406,Hanseniaspora guilliermondii,species,56406.0,Hanseniaspora guilliermondii,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
56408,Hanseniaspora osmophila,species,56408.0,Hanseniaspora osmophila,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
56409,Hanseniaspora vineae,species,56409.0,Hanseniaspora vineae,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
56460,Xanthomonas vesicatoria,species,56460.0,Xanthomonas vesicatoria,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
56689,Mycolicibacterium mucogenicum,species,56689.0,Mycolicibacterium mucogenicum,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
57045,Salmonella enterica subsp. enterica serovar Paratyphi B,no rank,28901.0,Salmonella enterica,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
57706,Citrobacter braakii,species,57706.0,Citrobacter braakii,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
57741,Salmonella enterica subsp. enterica serovar Blockley,no rank,28901.0,Salmonella enterica,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
57975,Burkholderia thailandensis,species,57975.0,Burkholderia thailandensis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
58097,Salmonella enterica subsp. enterica serovar Bovismorbificans,no rank,28901.0,Salmonella enterica,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
58291,Rhizopus microsporus,species,58291.0,Rhizopus microsporus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
59201,Salmonella enterica subsp. enterica,subspecies,28901.0,Salmonella enterica,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
59203,Salmonella enterica subsp. arizonae,subspecies,28901.0,Salmonella enterica,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
59586,Corynespora cassiicola,species,59586.0,Corynespora cassiicola,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
59750,Mycolicibacterium wolinskyi,species,59750.0,Mycolicibacterium wolinskyi,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
59814,Pantoea dispersa,species,59814.0,Pantoea dispersa,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
59893,Paenibacillus peoriae,species,59893.0,Paenibacillus peoriae,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
60167,Penicillium cyclopium,species,60167.0,Penicillium cyclopium,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
60171,Penicillium verrucosum,species,60171.0,Penicillium verrucosum,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
60550,Burkholderia pyrrocinia,species,60550.0,Burkholderia pyrrocinia,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
60552,Burkholderia vietnamiensis,species,60552.0,Burkholderia vietnamiensis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
61171,Holdemania filiformis,species,61171.0,Holdemania filiformis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
61235,Fusarium equiseti,species,61235.0,Fusarium equiseti,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
61284,Fusarium tricinctum,species,61284.0,Fusarium tricinctum,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
61646,Lelliottia amnigena,species,61646.0,Lelliottia amnigena,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
61648,Kluyvera intermedia,species,61648.0,Kluyvera intermedia,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
62322,Shewanella baltica,species,62322.0,Shewanella baltica,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
62718,Phyllactinia taurica,species,62718.0,Phyllactinia taurica,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
62728,Podosphaera pannosa,species,62728.0,Podosphaera pannosa,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
63131,Aspergillus foetidus,species,63131.0,Aspergillus foetidus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
63363,Aquifex aeolicus,species,63363.0,Aquifex aeolicus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
63400,Trichophyton benhamiae,species,63400.0,Trichophyton benhamiae,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
63401,Nannizzia fulva,species,63401.0,Nannizzia fulva,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
63402,Nannizzia gypsea,species,63402.0,Nannizzia gypsea,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
63405,Microsporum canis,species,63405.0,Microsporum canis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
63417,Trichophyton verrucosum,species,63417.0,Trichophyton verrucosum,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
64187,Xanthomonas oryzae pv. oryzae,no rank,347.0,Xanthomonas oryzae,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
64491,Mucor fragilis,species,64491.0,Mucor fragilis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
64493,Mucor hiemalis,species,64493.0,Mucor hiemalis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
64518,Mortierella alpina,species,64518.0,Mortierella alpina,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
64623,Mucor indicus,species,64623.0,Mucor indicus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
64631,Benjaminiella poitrasii,species,64631.0,Benjaminiella poitrasii,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
65070,Pythium aphanidermatum,species,65070.0,Pythium aphanidermatum,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
66948,Meyerozyma caribbica,species,66948.0,Meyerozyma caribbica,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
67081,Mycolicibacterium alvei,species,67081.0,Mycolicibacterium alvei,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
67314,Streptomyces lavendofoliae,species,67314.0,Streptomyces lavendofoliae,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
67593,Phytophthora sojae,species,67593.0,Phytophthora sojae,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
67780,Edwardsiella ictaluri,species,67780.0,Edwardsiella ictaluri,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
67824,Citrobacter farmeri,species,67824.0,Citrobacter farmeri,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
67825,Citrobacter rodentium,species,67825.0,Citrobacter rodentium,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
67827,Citrobacter werkmanii,species,67827.0,Citrobacter werkmanii,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
67828,Citrobacter gillenii,species,67828.0,Citrobacter gillenii,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
68246,Streptomyces olivoreticuli,species,68246.0,Streptomyces olivoreticuli,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
69218,Enterobacter cancerogenus,species,69218.0,Enterobacter cancerogenus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
69219,Enterobacter cloacae subsp. dissolvens,subspecies,550.0,Enterobacter cloacae,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
69766,Penicillium capsulatum,species,69766.0,Penicillium capsulatum,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
69780,Penicillium ochrochloron,species,69780.0,Penicillium ochrochloron,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
69781,Penicillium oxalicum,species,69781.0,Penicillium oxalicum,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
69824,Thomasclavelia cocleata,species,69824.0,Thomasclavelia cocleata,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
69891,Trichophyton soudanense,species,69891.0,Trichophyton soudanense,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
69893,Chrysosporium keratinophilum,species,69893.0,Chrysosporium keratinophilum,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
69966,Macrococcoides caseolyticum,species,69966.0,Macrococcoides caseolyticum,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
70863,Shewanella oneidensis,species,70863.0,Shewanella oneidensis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
71237,Mammaliicoccus vitulinus,species,71237.0,Mammaliicoccus vitulinus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
71421,Haemophilus influenzae Rd KW20,strain,727.0,Haemophilus influenzae,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
71452,Enterococcus raffinosus,species,71452.0,Enterococcus raffinosus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
71704,Coprinellus domesticus,species,71704.0,Coprinellus domesticus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
72000,Kocuria rhizophila,species,72000.0,Kocuria rhizophila,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
72407,Klebsiella pneumoniae subsp. pneumoniae,subspecies,573.0,Klebsiella pneumoniae,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
73098,Kluyvera georgiana,species,73098.0,Kluyvera georgiana,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
74035,Arthroderma uncinatum,species,74035.0,Arthroderma uncinatum,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
74420,Bipolaris sorokiniana,species,74420.0,Bipolaris sorokiniana,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
74426,Collinsella aerofaciens,species,74426.0,Collinsella aerofaciens,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
74706,Staphylococcus coagulans,species,74706.0,Staphylococcus coagulans,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
74722,Stachybotrys chartarum,species,74722.0,Stachybotrys chartarum,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
75549,Aspergillus hiratsukae,species,75549.0,Aspergillus hiratsukae,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
75553,Aspergillus viridinutans,species,75553.0,Aspergillus viridinutans,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
75750,Aspergillus sydowii,species,75750.0,Aspergillus sydowii,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
75985,Mannheimia haemolytica,species,75985.0,Mannheimia haemolytica,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
76122,Alloprevotella tannerae,species,76122.0,Alloprevotella tannerae,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
76351,Ceratobasidium cereale,species,76351.0,Ceratobasidium cereale,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
76405,Cunninghamella echinulata,species,76405.0,Cunninghamella echinulata,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
76860,Streptococcus constellatus,species,76860.0,Streptococcus constellatus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
77020,Malassezia pachydermatis,species,77020.0,Malassezia pachydermatis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
77044,Rosellinia necatrix,species,77044.0,Rosellinia necatrix,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
77205,Microsporum ferrugineum,species,77205.0,Microsporum ferrugineum,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
78535,Streptococcus viridans,species,78535.0,Streptococcus viridans,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
79249,Podosphaera leucotricha,species,79249.0,Podosphaera leucotricha,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
79252,Podosphaera aphanis,species,79252.0,Podosphaera aphanis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
79967,Erwinia pyrifoliae,species,79967.0,Erwinia pyrifoliae,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
80637,Coniophora puteana,species,80637.0,Coniophora puteana,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
81037,Pseudoalteromonas distincta,species,81037.0,Pseudoalteromonas distincta,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
81845,Arthroderma terrestre,species,81845.0,Arthroderma terrestre,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
81920,Podosphaera aphanis,species,81920.0,Podosphaera aphanis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
82135,Fannyhessea vaginae,species,82135.0,Fannyhessea vaginae,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
82508,Trichosporon asahii,species,82508.0,Trichosporon asahii,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
82514,Apiotrichum domesticum,species,82514.0,Apiotrichum domesticum,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
82517,Trichosporon inkin,species,82517.0,Trichosporon inkin,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
82518,Cutaneotrichosporon jirovecii,species,82518.0,Cutaneotrichosporon jirovecii,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
82524,Trichosporon ovoides,species,82524.0,Trichosporon ovoides,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
82996,Serratia plymuthica,species,82996.0,Serratia plymuthica,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
83186,Diaporthe citri,species,83186.0,Diaporthe citri,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
83188,Diaporthe nomurai,species,83188.0,Diaporthe nomurai,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
83332,Mycobacterium tuberculosis H37Rv,strain,1773.0,Mycobacterium tuberculosis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
83333,Escherichia coli K-12,strain,562.0,Escherichia coli,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
83334,Escherichia coli O157:H7,no rank,562.0,Escherichia coli,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
83552,Parachlamydia acanthamoebae,species,83552.0,Parachlamydia acanthamoebae,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
83554,Chlamydia psittaci,species,83554.0,Chlamydia psittaci,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
83557,Chlamydia caviae,species,83557.0,Chlamydia caviae,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
83558,Chlamydia pneumoniae,species,83558.0,Chlamydia pneumoniae,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
83559,Chlamydia suis,species,83559.0,Chlamydia suis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
83560,Chlamydia muridarum,species,83560.0,Chlamydia muridarum,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
84024,Clostridium disporicum,species,84024.0,Clostridium disporicum,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
84109,Slackia exigua,species,84109.0,Slackia exigua,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
84112,Eggerthella lenta,species,84112.0,Eggerthella lenta,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
84135,Gemella sanguinis,species,84135.0,Gemella sanguinis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
84275,Cercospora kikuchii,species,84275.0,Cercospora kikuchii,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
84586,Pseudomonas borealis,species,84586.0,Pseudomonas borealis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
84631,Providencia alcalifaciens,species,84631.0,Providencia alcalifaciens,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
85085,Pseudarthrobacter chlorophenolicus,species,85085.0,Pseudarthrobacter chlorophenolicus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
85698,Achromobacter xylosoxidans,species,85698.0,Achromobacter xylosoxidans,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
85962,Helicobacter pylori 26695,strain,210.0,Helicobacter pylori,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
85963,Helicobacter pylori J99,strain,210.0,Helicobacter pylori,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
86028,Oculimacula yallundae,species,86028.0,Oculimacula yallundae,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
86040,Xanthomonas citri pv. malvacearum,no rank,346.0,Xanthomonas citri,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
86049,Cladophialophora carrionii,species,86049.0,Cladophialophora carrionii,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
86057,Fonsecaea compacta,species,86057.0,Fonsecaea compacta,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
86632,Rhizopus homothallicus,species,86632.0,Rhizopus homothallicus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
86664,Priestia flexa,species,86664.0,Priestia flexa,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
87101,Pichia sporocuriosa,species,87101.0,Pichia sporocuriosa,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
87882,Burkholderia cepacia complex,species group,,,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
87883,Burkholderia multivorans,species,87883.0,Burkholderia multivorans,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
88916,Borreliella spielmanii,species,88916.0,Borreliella spielmanii,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
89014,Blautia luti,species,89014.0,Blautia luti,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
89153,[Clostridium] hylemonae,species,89153.0,[Clostridium] hylemonae,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
89628,Fusarium mori,species,89628.0,Fusarium mori,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
89940,Cladophialophora bantiana,species,89940.0,Cladophialophora bantiana,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
